name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Dora,19.0,15,2023-01-06,Returnering af vare,"Jeg har prøvet at returnere et sæt wireless hovedtelefoner ,da de ikke passede modtageren, fordi hendes øregang var for lille,men fik bare at vide at de ikke kunne byttes, fordi det er et hygiejnisk produkt. Ved returnering skulle emballagen være ubrudt.Hvordan F….. kan man prøve et produkt uden at åbne emballagen? Ja jeg spørger bareAdspurgt om jeg så kunne betragte mine penge som penge som spildt , var svaret ja 😡Jeg er virkelig pist over den behandling jeg har fået ,så jeg vil advare andre om at købe et sådant produkt hos power, da de kun tænker på profit.Den ene stjerne er kun fordi de tog telefonen",Power,"Jeg har prøvet at returnere et sæt wireless hovedtelefoner ,da de ikke passede modtageren, fordi hendes øregang var for lille,men fik bare at vide at de ikke kunne byttes, fordi det er et hygiejnisk produkt. Ved returnering skulle emballagen være ubrudt.Hvordan F….. kan man prøve et produkt uden at åbne emballagen? Ja jeg spørger bareAdspurgt om jeg så kunne betragte mine penge som penge som spildt , var svaret ja 😡Jeg er virkelig pist over den behandling jeg har fået ,så jeg vil advare andre om at købe et sådant produkt hos , da de kun tænker på profit.Den ene stjerne er kun fordi de tog telefonen",0.43754208754208707,F,2023-01-06,2023,1,4
Ole ,6.0,15,2021-07-27,Skulle modtage vaskemaskine,"Skulle modtage vaskemaskine, som ikke kom som lovet. Power kundeservice kunne ikke hjælpe.Mega ringe oplevelse",Power,"Skulle modtage vaskemaskine, som ikke kom som lovet.  kundeservice kunne ikke hjælpe.Mega ringe oplevelse",0.06349206349206322,M,2021-07-27,2021,7,1
Morten Andersen,7.0,15,2020-12-28,Mage til dårlig service skal man lede…,"Mage til dårlig service skal man lede længe efter. Herudover lyver kundeservice og lever ikke op til egne løfter. Hvis det er forretningens udtryk for kundeservice, så lever de ikke om et år.",Power,"Mage til dårlig service skal man lede længe efter. Herudover lyver kundeservice og lever ikke op til egne løfter. Hvis det er forretningens udtryk for kundeservice, så lever de ikke om et år.",-0.5173611111111113,M,2020-12-28,2020,12,0
Hermann Klein,4.0,15,2023-04-25,Det der koster 99kr,"Det der koster 99kr. i power , kan man købe til 25kr i Bilka.",Power,"Det der koster 99kr. i  , kan man købe til 25kr i Bilka.",-0.11111111111111152,Ukendt,2023-04-25,2023,4,1
Mie Hviid Carlsen,3.0,45,2023-02-07,En meget ihærdig sælger,Dato for oplevelse: 05. februar 2023,Power,Dato for oplevelse: 05. februar 2023,0.666666666666667,F,2023-02-07,2023,2,1
Kamal Hammouda,2.0,55,2023-04-16,Medarbejder var  hjælpsomme 👍,Dato for oplevelse: 15. april 2023,Power,Dato for oplevelse: 15. april 2023,0.5,Ukendt,2023-04-16,2023,4,6
Annette Nielsen,14.0,25,2021-06-16,Købte en iPhone SE,"Købte en iPhone SE. Fik en god betjening, da jeg fik mobilen til tilbudspris selvom den kom hjem senere. Men mersalget var så aggressiv, at det blev ubehageligt og nedladende…….og glæden ved mit køb var væk - og havde ønsket at have købt den et andet sted. Da besluttede jeg, at jeg fremadrettet kun køber online i Power.",Power,"Købte en iPhone SE. Fik en god betjening, da jeg fik mobilen til tilbudspris selvom den kom hjem senere. Men mersalget var så aggressiv, at det blev ubehageligt og nedladende…….og glæden ved mit køb var væk - og havde ønsket at have købt den et andet sted. Da besluttede jeg, at jeg fremadrettet kun køber online i .",0.20052083333333298,F,2021-06-16,2021,6,2
lis m,5.0,55,2020-09-13,super sød og venlig og meget hjælpsom…,super sød og venlig og meget hjælpsom betjening. handler der helt sikkert igen.  venlig hilsen lis.,Power,super sød og venlig og meget hjælpsom betjening. handler der helt sikkert igen.  venlig hilsen lis.,2.062499999999999,F,2020-09-13,2020,9,6
Eva Søgaard,69.0,55,2023-02-08,Nemt og hurtigt online,Dato for oplevelse: 30. januar 2023,Power,Dato for oplevelse: 30. januar 2023,0.5,F,2023-02-08,2023,2,2
Camilla,14.0,55,2021-05-13,Super glad og tilfreds kunde,"Jeg købte en simens tørretumbler og vaskemaskine inkl. levering og montering, og alt gik helt som det skulle. Jeg er super tilfreds med både kundeservice og selve mine produkter, så mange tak for en god handel :)",Power,"Jeg købte en simens tørretumbler og vaskemaskine inkl. levering og montering, og alt gik helt som det skulle. Jeg er super tilfreds med både kundeservice og selve mine produkter, så mange tak for en god handel :)",1.479166666666666,F,2021-05-13,2021,5,3
jeanette,22.0,55,2023-04-01,Hjælp med at bære min vare op i…,Hjælp med at bære min vare op i trailerenSamt glad og behagelig ekspedient,Power,Hjælp med at bære min vare op i trailerenSamt glad og behagelig ekspedient,2.2638888888888884,F,2023-04-01,2023,4,5
Jens Jørgensen,5.0,15,2021-12-29,"Dårlig rådgivning i Holstebro,søgte…","Dårlig rådgivning i Holstebro,søgte hjælp til at finde en powerbank og fik en travelcharcher med hjem",Power,"Dårlig rådgivning i Holstebro,søgte hjælp til at finde en powerbank og fik en travelcharcher med hjem",0.1620370370370373,M,2021-12-29,2021,12,2
Mona Krogh,1.0,55,2021-01-05,Behageligt og imødekommende personale.,Dato for oplevelse: 05. januar 2021,Power,Dato for oplevelse: 05. januar 2021,0.5,F,2021-01-05,2021,1,1
Rikke Strandgaard,15.0,55,2022-12-11,Medarbejderen var venlig,"Medarbejderen var venlig, smilende og imødekommende. Han var god til at fortælle om rabat muligheder. Produktet havde jeg ikke brug for at vide noget om, da det var til en gave. Og han mindede mig om at købe panserglas med",Power,"Medarbejderen var venlig, smilende og imødekommende. Han var god til at fortælle om rabat muligheder. Produktet havde jeg ikke brug for at vide noget om, da det var til en gave. Og han mindede mig om at købe panserglas med",1.5592592592592587,F,2022-12-11,2022,12,6
Hanne Nygaard,2.0,55,2023-03-09,Perfekt hjælp fra Power,Dato for oplevelse: 06. marts 2023,Power,Dato for oplevelse: 06. marts 2023,0.5,F,2023-03-09,2023,3,3
 Martin Sylvestersen,1.0,55,2021-05-14,God service venlige medarbejder…,God service venlige medarbejder Frederik og teknikeren ude bagved super venlige. Alt i alt god oplevelse. Martin Ribe.,Power,God service venlige medarbejder Frederik og teknikeren ude bagved super venlige. Alt i alt god oplevelse. Martin Ribe.,1.1611111111111103,M,2021-05-14,2021,5,4
Brian Rasmussen,24.0,55,2021-12-28,Fin og hurtig levering,Dato for oplevelse: 28. december 2021,Power,Dato for oplevelse: 28. december 2021,0.5,M,2021-12-28,2021,12,1
Per Kovl,7.0,35,2021-11-18,Al for lang tid fra bestilling til at…,"Al for lang tid fra bestilling til at jeg kun afhente.Skulle afhente i kassen,men hun kunne ikke finde den,så ud på lageret,han gav heldigvis ikke op men 20 min er i min verden for lang tid at vente på at få det jeg havde bestilt.Så......plads til forbedringer",Power,"Al for lang tid fra bestilling til at jeg kun afhente.Skulle afhente i kassen,men hun kunne ikke finde den,så ud på lageret,han gav heldigvis ikke op men 20 min er i min verden for lang tid at vente på at få det jeg havde bestilt.Så......plads til forbedringer",0.7805555555555562,M,2021-11-18,2021,11,3
Lars Dahl Johansen,16.0,55,2023-04-27,Varen på lager og hurtig levering dagen…,Varen på lager og hurtig levering dagen efter bestilling.,Power,Varen på lager og hurtig levering dagen efter bestilling.,0.8333333333333334,M,2023-04-27,2023,4,3
Maria,8.0,15,2022-02-18,Utrolig dårlig kundeservice,Utrolig dårlig kundeservice. To gange er vi kørt forgæves til Holbæk fra Slagelse. Personalet vi har snakket med har ikke rigtig kunne sige noget om produkterne eller kunne give os et tilsvarede tilbud. Der er kun 1-2 af hver produkt. Dårlig forretning der ikke kræser om sine kunder.,Power,Utrolig dårlig kundeservice. To gange er vi kørt forgæves til Holbæk fra Slagelse. Personalet vi har snakket med har ikke rigtig kunne sige noget om produkterne eller kunne give os et tilsvarede tilbud. Der er kun 1-2 af hver produkt. Dårlig forretning der ikke kræser om sine kunder.,-0.8694444444444441,F,2022-02-18,2022,2,4
Bo Lauritzen,5.0,15,2021-11-30,Bestilte et par AirPods pro som click…,Bestilte et par AirPods pro som click and collect til Holbæk.. måtte stå i kø i 25 minutter ved kassen for at hente da der kun var en til at ekspediere. Hun skulle så sagsbehandle et par som havde problemer (jeg stod som nummer 2) og ventede. 4 sælgere havde intet at lave i butikken imens..! Næste gang køber jeg på nettet til levering hjemme og bestemt ikke hos Power !,Power,Bestilte et par AirPods pro som click and collect til Holbæk.. måtte stå i kø i 25 minutter ved kassen for at hente da der kun var en til at ekspediere. Hun skulle så sagsbehandle et par som havde problemer (jeg stod som nummer 2) og ventede. 4 sælgere havde intet at lave i butikken imens..! Næste gang køber jeg på nettet til levering hjemme og bestemt ikke hos  !,-0.3074937773684215,M,2021-11-30,2021,11,1
Trine M,6.0,15,2021-07-25,ALDRIG IGEN!,"Svar til Power:Selvfølgelig ville I kunne finde mig ud fra mit navn her på trustpilot, hvis I virkelig ville, dårlig undskyldning!I kan jo starte med at give mig den kompensation jeg er blevet lovet for virkelig dårlig service - ordrenr: 0856026Selv en dårlig film står ikke mål med min oplevelse med Power! Forhåbentlig er deres service bedre normalt end den jeg har fået.Jeg er førstegangskunde hos Power og bestiller en opvaskemaskine, tørretumbler, drypbakke, fjernsyn og ramme til fjernsynet med levering til kantsten. En medarbejder må lave ordren for mig, da jeg ikke kan vælge levering. Hvad der skulle have taget 10 minutter at bestille endte med at tage 3 timer over deres chat, allerede her var jeg ved at give op, men det bliver bedre endnu!Jeg opdager på fakturen, at der står vores gamle adresse på som leveringsadresse (Vi er lige flyttet) og jeg ringer hurtigt til Power for at få ændret fejlen. Jeg når at tale med dem 4 gange inden leveringen, da vores gamle adresse dukker op flere steder inden tingene skal leveres. Hver gang bliver i en semi-flabet tone forsikret om at Power har rettet det og de kan garantere at tingene bliver leveret det rigtige sted. Torsdag på leveringsdagen bliver jeg ringet op af fragtmanden som er på vej til den forkerte adresse og desuden kan han oplyse mig om at han ikke har vores fjernsyn med sig og han ikke ved hvor det er. Fragtmanden ved ikke om han kan nå at køre udenfor København, da det ikke vil være en del af vores rute. Han vil prøve at nå det, men til et meget senere tidspunkt.Jeg ringer endnu engang til Power for at klage. De kan i kundeservice ikke se hvor fjernsynet er, men vil kontakte den butik i Jylland hvor jeg har bestilt fra (troede jeg havde bestilt fra Power.dk og ikke en butik), derudover giver de fragtfirmaet skylden for rod med levering. Han lover jeg bliver kontaktet af butikken også i forhold til en kompensation da kundeservice godt kan se forløbet har været skidt. Senere på dagen bliver jeg kontaktet af butikken i Jylland. Ham jeg taler med lover at fjernsynet er på vej med en anden fragtmand, men nægter alt hvad der hedder kompensation og det har han ikke fået noget at vide om, men lover at undersøge om de vil give fragten, da jeg har taget en fridag med hjælpende hænder til at bære som ligeledes har sat dagen af, og nu skal man potentielt sidde her endnu længere fordi de ikke ved hvor varerne er eller hvornår de kommer. Da varerne bliver leveret, mangler der desuden drypbakken, som ligeledes var på ordren.Ham fra butikken i Jylland vender aldrig tilbage med en kompensation.Heldigvis er der dog en solstråle i historien - Fragtmanden!!! Han gjorde alt hvad han kunne, var i løbende kontakt med os gennem dagen og endte endda med at kører ud efter vores fjernsyn og levere tingene samlet og endda inden kl. var 17. Derudover havde han ekstra drypbakker i bilen som vi også fik en af - Dagens redningsmand. Desværre er han jo en del af et eksternt firma og derfor ikke noget godt man kan sige om Power, som desuden gav fragtfirmaet skylden flere gange på trods af at det var det der fungerede bedst.Så hurra for gode fragtmænd og aldrig mere Power.",Power,"Svar til :Selvfølgelig ville I kunne finde mig ud fra mit navn her på trustpilot, hvis I virkelig ville, dårlig undskyldning!I kan jo starte med at give mig den kompensation jeg er blevet lovet for virkelig dårlig service - ordrenr: 0856026Selv en dårlig film står ikke mål med min oplevelse med ! Forhåbentlig er deres service bedre normalt end den jeg har fået.Jeg er førstegangskunde hos  og bestiller en opvaskemaskine, tørretumbler, drypbakke, fjernsyn og ramme til fjernsynet med levering til kantsten. En medarbejder må lave ordren for mig, da jeg ikke kan vælge levering. Hvad der skulle have taget 10 minutter at bestille endte med at tage 3 timer over deres chat, allerede her var jeg ved at give op, men det bliver bedre endnu!Jeg opdager på fakturen, at der står vores gamle adresse på som leveringsadresse (Vi er lige flyttet) og jeg ringer hurtigt til  for at få ændret fejlen. Jeg når at tale med dem 4 gange inden leveringen, da vores gamle adresse dukker op flere steder inden tingene skal leveres. Hver gang bliver i en semi-flabet tone forsikret om at  har rettet det og de kan garantere at tingene bliver leveret det rigtige sted. Torsdag på leveringsdagen bliver jeg ringet op af fragtmanden som er på vej til den forkerte adresse og desuden kan han oplyse mig om at han ikke har vores fjernsyn med sig og han ikke ved hvor det er. Fragtmanden ved ikke om han kan nå at køre udenfor København, da det ikke vil være en del af vores rute. Han vil prøve at nå det, men til et meget senere tidspunkt.Jeg ringer endnu engang til  for at klage. De kan i kundeservice ikke se hvor fjernsynet er, men vil kontakte den butik i Jylland hvor jeg har bestilt fra (troede jeg havde bestilt fra .dk og ikke en butik), derudover giver de fragtfirmaet skylden for rod med levering. Han lover jeg bliver kontaktet af butikken også i forhold til en kompensation da kundeservice godt kan se forløbet har været skidt. Senere på dagen bliver jeg kontaktet af butikken i Jylland. Ham jeg taler med lover at fjernsynet er på vej med en anden fragtmand, men nægter alt hvad der hedder kompensation og det har han ikke fået noget at vide om, men lover at undersøge om de vil give fragten, da jeg har taget en fridag med hjælpende hænder til at bære som ligeledes har sat dagen af, og nu skal man potentielt sidde her endnu længere fordi de ikke ved hvor varerne er eller hvornår de kommer. Da varerne bliver leveret, mangler der desuden drypbakken, som ligeledes var på ordren.Ham fra butikken i Jylland vender aldrig tilbage med en kompensation.Heldigvis er der dog en solstråle i historien - Fragtmanden!!! Han gjorde alt hvad han kunne, var i løbende kontakt med os gennem dagen og endte endda med at kører ud efter vores fjernsyn og levere tingene samlet og endda inden kl. var 17. Derudover havde han ekstra drypbakker i bilen som vi også fik en af - Dagens redningsmand. Desværre er han jo en del af et eksternt firma og derfor ikke noget godt man kan sige om , som desuden gav fragtfirmaet skylden flere gange på trods af at det var det der fungerede bedst.Så hurra for gode fragtmænd og aldrig mere .",0.6677225233299883,F,2021-07-25,2021,7,6
